iter	Passed	Remaining
186	2434	10585
187	2453	10596
188	2467	10586
189	2476	10556
190	2485	10526
191	2495	10500
192	2505	10474
193	2513	10444
194	2522	10414
195	2531	10386
196	2540	10354
197	2548	10324
198	2558	10297
199	2567	10268
200	2574	10235
201	2583	10206
202	2592	10177
203	2601	10150
204	2609	10121
205	2618	10090
206	2626	10063
207	2636	10038
208	2646	10015
209	2655	9989
210	2667	9973
211	2676	9948
212	2685	9922
213	2693	9894
214	2703	9871
215	2712	9844
216	2721	9819
217	2729	9791
218	2737	9763
219	2746	9738
220	2755	9714
221	2765	9691
222	2774	9668
223	2783	9642
224	2792	9618
225	2801	9594
226	2809	9568
227	2820	9548
228	2829	9527
229	2838	9502
230	2846	9476
231	2855	9451
232	2863	9426
233	2872	9402
234	2881	9380
235	2890	9357
236	2899	9335
237	2908	9312
238	2917	9289
239	2926	9266
240	2935	9244
241	2945	9225
242	2955	9207
243	2968	9196
244	2976	9173
245	2986	9154
246	2998	9140
247	3007	9118
248	3017	9099
249	3026	9080
250	3036	9061
251	3052	9059
252	3062	9043
253	3072	9022
254	3082	9006
255	3091	8984
256	3101	8967
257	3112	8952
258	3121	8931
259	3132	8914
260	3142	8898
261	3151	8878
262	3164	8866
263	3176	8854
264	3187	8840
265	3197	8823
266	3208	8809
267	3219	8792
268	3227	8771
269	3238	8755
270	3247	8735
271	3255	8712
272	3264	8694
273	3275	8679
274	3285	8661
275	3294	8643
276	3304	8625
277	3313	8605
278	3322	8586
279	3331	8566
280	3340	8548
281	3349	8528
282	3358	8509
283	3367	8488
284	3375	8469
285	3384	8449
286	3393	8430
287	3402	8412
288	3411	8392
289	3420	8373
290	3430	8357
291	3442	8345
292	3451	8328
293	3460	8309
294	3468	8290
295	3478	8272
296	3487	8255
297	3497	8238
298	3508	8226
299	3518	8210
300	3527	8192
301	3536	8174
302	3545	8156
303	3554	8138
304	3563	8119
305	3572	8101
306	3580	8082
307	3588	8063
308	3597	8044
309	3606	8027
310	3615	8009
311	3624	7991
312	3633	7974
313	3641	7955
314	3650	7938
315	3659	7920
316	3668	7903
317	3677	7886
318	3685	7867
319	3693	7849
320	3702	7830
321	3711	7815
322	3720	7799
323	3729	7781
324	3737	7763
325	3746	7745
326	3755	7730
327	3765	7713
328	3774	7697
329	3782	7680
330	3791	7663
331	3800	7646
332	3809	7629
333	3818	7613
334	3826	7595
335	3835	7580
336	3843	7562
337	3852	7545
338	3860	7528
339	3869	7511
340	3878	7496
341	3889	7484
342	3898	7466
343	3907	7451
344	3916	7434
345	3924	7418
346	3933	7401
347	3941	7385
348	3950	7368
349	3958	7351
350	3968	7338
351	3977	7322
352	3986	7307
353	3995	7291
354	4004	7276
355	4013	7260
356	4022	7245
357	4031	7229
358	4040	7214
359	4049	7198
360	4058	7183
361	4067	7168
362	4076	7153
363	4085	7139
364	4094	7123
365	4105	7110
366	4115	7098
367	4125	7085
368	4135	7072
369	4146	7060
370	4158	7050
371	4169	7038
372	4178	7024
373	4189	7012
374	4199	6999
375	4209	6986
376	4220	6975
377	4232	6964
378	4240	6948
379	4249	6933
380	4259	6920
381	4270	6908
382	4278	6892
383	4291	6883
384	4299	6868
385	4308	6853
386	4316	6837
387	4325	6823
388	4334	6808
389	4343	6794
390	4354	6781
391	4364	6769
392	4373	6754
393	4381	6739
394	4390	6724
395	4400	6711
396	4410	6698
397	4419	6684
398	4428	6670
399	4437	6656
400	4446	6642
401	4456	6629
402	4467	6618
403	4477	6606
404	4486	6591
405	4496	6577
406	4504	6563
407	4514	6550
408	4523	6535
409	4532	6521
410	4540	6507
411	4550	6494
412	4558	6479
413	4567	6464
414	4576	6451
415	4585	6437
416	4594	6423
417	4603	6409
418	4611	6394
419	4621	6381
420	4629	6366
421	4638	6352
422	4647	6339
423	4657	6327
424	4668	6316
425	4679	6305
426	4687	6290
427	4696	6276
428	4705	6263
429	4714	6249
430	4723	6235
431	4732	6222
432	4742	6209
433	4750	6195
434	4759	6181
435	4768	6168
436	4779	6158
437	4788	6143
438	4796	6129
439	4805	6116
440	4813	6102
441	4822	6088
442	4831	6074
443	4839	6060
444	4848	6046
445	4857	6033
446	4866	6020
447	4874	6006
448	4883	5992
449	4891	5978
450	4899	5964
451	4908	5951
452	4917	5937
453	4926	5924
454	4935	5911
455	4943	5897
456	4952	5884
457	4961	5871
458	4970	5858
459	4978	5844
460	4987	5831
461	4996	5818
462	5005	5805
463	5014	5792
464	5023	5780
465	5033	5768
466	5041	5754
467	5051	5742
468	5059	5728
469	5071	5718
470	5079	5705
471	5087	5691
472	5096	5678
473	5104	5664
474	5113	5651
475	5121	5637
476	5129	5624
477	5138	5611
478	5148	5600
479	5157	5587
480	5165	5573
481	5174	5560
482	5182	5547
483	5190	5534
484	5199	5521
485	5207	5507
486	5215	5494
487	5223	5480
488	5232	5467
489	5240	5454
490	5248	5440
491	5256	5427
492	5264	5414
493	5273	5401
494	5282	5389
495	5290	5375
496	5298	5362
497	5307	5349
498	5315	5336
499	5323	5323
500	5332	5310
501	5339	5297
502	5348	5284
503	5357	5272
504	5365	5259
505	5377	5249
506	5387	5238
507	5396	5226
508	5404	5213
509	5412	5200
510	5420	5187
511	5429	5174
512	5437	5161
513	5445	5148
514	5453	5136
515	5465	5126
516	5473	5113
517	5482	5101
518	5490	5088
519	5498	5075
520	5507	5063
521	5515	5050
522	5535	5048
523	5556	5047
524	5567	5037
525	5578	5026
526	5586	5014
527	5595	5001
528	5604	4990
529	5613	4977
530	5621	4965
531	5629	4952
532	5637	4939
533	5645	4926
534	5653	4913
535	5661	4900
536	5670	4888
537	5678	4875
538	5686	4863
539	5695	4851
540	5703	4839
541	5713	4827
542	5721	4815
543	5730	4803
544	5738	4790
545	5746	4778
546	5755	4766
547	5763	4754
548	5771	4741
549	5780	4729
550	5788	4716
551	5796	4704
552	5804	4692
553	5813	4680
554	5821	4667
555	5829	4655
556	5837	4642
557	5846	4631
558	5855	4619
559	5867	4609
560	5875	4597
561	5883	4585
562	5892	4573
563	5900	4561
564	5909	4549
565	5917	4537
566	5928	4527
567	5940	4517
568	5949	4506
569	5957	4494
570	5967	4483
571	5975	4471
572	5984	4459
573	5993	4448
574	6001	4436
575	6010	4424
576	6018	4412
577	6027	4400
578	6035	4388
579	6045	4377
580	6054	4366
581	6062	4354
582	6071	4342
583	6079	4330
584	6088	4319
585	6096	4307
586	6104	4295
587	6112	4283
588	6122	4272
589	6131	4260
590	6139	4249
591	6148	4237
592	6157	4226
593	6166	4214
594	6174	4202
595	6182	4191
596	6191	4179
597	6199	4167
598	6208	4156
599	6216	4144
600	6224	4132
601	6234	4122
602	6246	4112
603	6255	4101
604	6263	4089
605	6271	4077
606	6279	4065
607	6288	4054
608	6296	4042
609	6304	4030
610	6312	4018
611	6320	4007
612	6329	3996
613	6339	3985
614	6348	3974
615	6356	3962
616	6365	3951
617	6373	3939
618	6382	3928
619	6390	3916
620	6398	3905
621	6407	3894
622	6416	3882
623	6426	3872
624	6434	3860
625	6444	3850
626	6454	3839
627	6463	3828
628	6471	3817
629	6479	3805
630	6488	3794
631	6497	3783
632	6508	3773
633	6518	3762
634	6528	3752
635	6537	3741
636	6546	3730
637	6555	3719
638	6563	3707
639	6571	3696
640	6580	3685
641	6589	3674
642	6597	3663
643	6606	3651
644	6614	3640
645	6625	3630
646	6636	3620
647	6644	3609
648	6653	3598
649	6661	3586
650	6669	3575
651	6677	3564
652	6686	3553
653	6694	3541
654	6702	3530
655	6711	3519
656	6722	3509
657	6733	3499
658	6744	3489
659	6755	3479
660	6766	3470
661	6777	3460
662	6788	3450
663	6800	3441
664	6811	3431
665	6822	3421
666	6833	3411
667	6845	3402
668	6857	3392
669	6868	3383
670	6879	3373
671	6891	3363
672	6902	3354
673	6913	3343
674	6924	3334
675	6934	3323
676	6945	3313
677	6957	3304
678	6968	3294
679	6978	3284
680	6990	3274
681	7001	3264
682	7012	3254
683	7025	3245
684	7037	3236
685	7047	3225
686	7057	3215
687	7069	3205
688	7080	3196
689	7091	3186
690	7103	3176
691	7113	3165
692	7123	3155
693	7133	3145
694	7142	3134
695	7152	3123
696	7161	3113
697	7169	3101
698	7178	3091
699	7186	3079
700	7195	3069
701	7203	3057
702	7211	3046
703	7219	3035
704	7228	3024
705	7236	3013
706	7245	3002
707	7256	2992
708	7265	2981
709	7273	2970
710	7281	2959
711	7290	2948
712	7299	2938
713	7308	2927
714	7317	2916
715	7326	2905
716	7334	2894
717	7343	2884
718	7351	2873
719	7360	2862
720	7368	2851
721	7377	2840
722	7385	2829
723	7394	2818
724	7402	2807
725	7410	2796
726	7420	2786
727	7430	2776
728	7438	2765
729	7447	2754
730	7456	2743
731	7464	2732
732	7473	2722
733	7482	2711
734	7491	2700
735	7499	2690
736	7508	2679
737	7516	2668
738	7525	2657
739	7533	2646
740	7542	2636
741	7550	2625
742	7560	2615
743	7568	2604
744	7577	2593
745	7585	2582
746	7593	2571
747	7602	2561
748	7610	2550
749	7620	2540
750	7628	2529
751	7636	2518
752	7644	2507
753	7654	2497
754	7662	2486
755	7670	2475
756	7679	2465
757	7687	2454
758	7695	2443
759	7703	2432
760	7712	2422
761	7720	2411
762	7728	2400
763	7736	2389
764	7744	2378
765	7752	2368
766	7760	2357
767	7768	2346
768	7776	2335
769	7785	2325
770	7794	2315
771	7807	2305
772	7817	2295
773	7827	2285
774	7837	2275
775	7846	2265
776	7854	2254
777	7862	2243
778	7870	2232
779	7879	2222
780	7887	2211
781	7895	2201
782	7903	2190
783	7911	2179
784	7920	2169
785	7928	2158
786	7937	2148
787	7945	2137
788	7954	2127
789	7962	2116
790	7971	2106
791	7979	2095
792	7987	2085
793	7995	2074
794	8003	2063
795	8011	2053
796	8021	2043
797	8029	2032
798	8037	2022
799	8046	2011
800	8054	2001
801	8062	1990
802	8071	1980
803	8081	1970
804	8090	1959
805	8098	1949
806	8108	1939
807	8117	1928
808	8126	1918
809	8134	1908
810	8143	1897
811	8151	1887
812	8160	1877
813	8169	1866
814	8176	1856
815	8185	1845
816	8194	1835
817	8205	1825
818	8213	1815
819	8222	1805
820	8231	1794
821	8239	1784
822	8248	1773
823	8256	1763
824	8264	1753
825	8272	1742
826	8281	1732
827	8288	1721
828	8297	1711
829	8305	1701
830	8313	1690
831	8322	1680
832	8330	1670
833	8339	1659
834	8348	1649
835	8356	1639
836	8365	1629
837	8373	1618
838	8381	1608
839	8390	1598
840	8398	1587
841	8406	1577
842	8415	1567
843	8425	1557
844	8434	1547
845	8442	1536
846	8451	1526
847	8459	1516
848	8468	1506
849	8476	1495
850	8485	1485
851	8494	1475
852	8502	1465
853	8510	1454
854	8518	1444
855	8526	1434
856	8537	1424
857	8547	1414
858	8556	1404
859	8565	1394
860	8573	1384
861	8581	1373
862	8590	1363
863	8601	1353
864	8609	1343
865	8617	1333
866	8626	1323
867	8635	1313
868	8644	1303
869	8653	1292
870	8661	1282
871	8669	1272
872	8678	1262
873	8686	1252
874	8694	1242
875	8702	1231
876	8711	1221
877	8720	1211
878	8728	1201
879	8738	1191
880	8746	1181
881	8755	1171
882	8763	1161
883	8771	1151
884	8780	1140
885	8788	1130
886	8797	1120
887	8806	1110
888	8815	1100
889	8823	1090
890	8831	1080
891	8840	1070
892	8848	1060
893	8857	1050
894	8865	1040
895	8875	1030
896	8885	1020
897	8894	1010
898	8903	1000
899	8911	990
900	8919	980
901	8928	970
902	8935	959
903	8944	949
904	8952	939
905	8960	929
906	8968	919
907	8976	909
908	8985	899
909	8995	889
910	9004	879
911	9012	869
912	9020	859
913	9029	849
914	9038	839
915	9046	829
916	9057	819
917	9065	809
918	9074	799
919	9083	789
920	9091	779
921	9099	769
922	9108	759
923	9116	749
924	9124	739
925	9133	729
926	9142	719
927	9150	709
928	9159	700
929	9167	690
930	9175	680
931	9184	670
932	9192	660
933	9200	650
934	9209	640
935	9218	630
936	9226	620
937	9235	610
938	9243	600
939	9251	590
940	9260	580
941	9268	570
942	9276	560
943	9285	550
944	9293	540
945	9302	530
946	9310	521
947	9319	511
948	9327	501
949	9335	491
950	9343	481
951	9351	471
952	9360	461
953	9368	451
954	9379	441
955	9388	432
956	9396	422
957	9405	412
958	9412	402
959	9421	392
960	9429	382
961	9438	372
962	9446	362
963	9454	353
964	9462	343
965	9471	333
966	9479	323
967	9487	313
968	9495	303
969	9503	293
970	9513	284
971	9521	274
972	9530	264
973	9538	254
974	9546	244
975	9555	234
976	9563	225
977	9571	215
978	9580	205
979	9588	195
980	9596	185
981	9604	176
982	9613	166
983	9622	156
984	9630	146
985	9639	136
986	9647	127
987	9655	117
988	9664	107
989	9672	97
990	9681	87
991	9688	78
992	9697	68
993	9705	58
994	9714	48
995	9722	39
996	9730	29
997	9738	19
998	9746	9
999	9756	0
