iter	RMSE
177	3.937751443
178	3.937141194
179	3.936520535
180	3.93586919
181	3.935061198
182	3.933214145
183	3.932607742
184	3.931830647
185	3.931302295
186	3.930731566
187	3.929955323
188	3.92798714
189	3.927218627
190	3.92433685
191	3.923710922
192	3.922833655
193	3.922357736
194	3.921790406
195	3.920906748
196	3.920447505
197	3.919126083
198	3.916146286
199	3.915587126
200	3.915157941
201	3.914462423
202	3.913843143
203	3.912686309
204	3.911716228
205	3.911215193
206	3.910562968
207	3.909851241
208	3.908825847
209	3.908291951
210	3.907422258
211	3.906918431
212	3.906207908
213	3.905772699
214	3.905226063
215	3.904595264
216	3.903473889
217	3.902754479
218	3.902197983
219	3.901550698
220	3.900843102
221	3.899761228
222	3.898320671
223	3.897754367
224	3.897082896
225	3.896716916
226	3.896263081
227	3.895090551
228	3.894304378
229	3.893765738
230	3.893182477
231	3.892709928
232	3.892213343
233	3.891418155
234	3.889997031
235	3.889424595
236	3.888386853
237	3.887820774
238	3.886659273
239	3.886347865
240	3.885367
241	3.88459419
242	3.883483763
243	3.882563285
244	3.882021187
245	3.88174625
246	3.880435242
247	3.879972931
248	3.879591947
249	3.878950208
250	3.878641976
251	3.877701507
252	3.877368312
253	3.876778043
254	3.876213511
255	3.875678481
256	3.87518671
257	3.874760948
258	3.874068537
259	3.873474264
260	3.872761652
261	3.872344087
262	3.871754703
263	3.871240605
264	3.870587764
265	3.869867346
266	3.869028407
267	3.868417391
268	3.867553112
269	3.866916084
270	3.866605234
271	3.866218571
272	3.865521101
273	3.864909266
274	3.864363891
275	3.864020836
276	3.863498042
277	3.862873627
278	3.860751071
279	3.860217965
280	3.859724649
281	3.859199827
282	3.857300597
283	3.856890401
284	3.856408881
285	3.855908864
286	3.855297099
287	3.853521012
288	3.852774716
289	3.852210859
290	3.851639206
291	3.851355845
292	3.850755836
293	3.850063211
294	3.849269012
295	3.848874005
296	3.848478575
297	3.847708303
298	3.847384227
299	3.846936987
300	3.846357072
301	3.845690619
302	3.845253134
303	3.844020788
304	3.843504313
305	3.843056802
306	3.842731071
307	3.842304596
308	3.841491347
309	3.840499805
310	3.840067502
311	3.839833821
312	3.839502376
313	3.83923946
314	3.838237957
315	3.837838185
316	3.837122542
317	3.834786578
318	3.83454829
319	3.834135843
320	3.833721686
321	3.833178671
322	3.831661138
323	3.831175708
324	3.830412271
325	3.830022149
326	3.829400341
327	3.828729756
328	3.828360502
329	3.827857676
330	3.827618871
331	3.827235949
332	3.826740413
333	3.826246903
334	3.825870822
335	3.825363915
336	3.824842959
337	3.824410281
338	3.82400238
339	3.82366545
340	3.823254677
341	3.822973181
342	3.822506255
343	3.821251013
344	3.820913011
345	3.820483571
346	3.820148237
347	3.819642233
348	3.819303915
349	3.818920125
350	3.818107201
351	3.817546177
352	3.817291947
353	3.816925435
354	3.816599084
355	3.816071512
356	3.815639609
357	3.815200157
358	3.813862017
359	3.813405003
360	3.81252132
361	3.811804313
362	3.811440375
363	3.810892425
364	3.810472052
365	3.809817284
366	3.809244073
367	3.808718671
368	3.808017896
369	3.807352416
370	3.807152724
371	3.806530409
372	3.806091833
373	3.805643598
374	3.805070793
375	3.804385534
376	3.803663977
377	3.803166771
378	3.802865115
379	3.802514137
380	3.801820899
381	3.8012925
382	3.801143696
383	3.800420486
384	3.799939634
385	3.799701393
386	3.799404559
387	3.798850726
388	3.798242725
389	3.797953405
390	3.797567897
391	3.797333104
392	3.79697771
393	3.796552917
394	3.796362893
395	3.795555664
396	3.794771595
397	3.794353037
398	3.794152031
399	3.79384074
400	3.793538185
401	3.793138978
402	3.792801058
403	3.792441972
404	3.79185212
405	3.791334042
406	3.790899345
407	3.790398777
408	3.790021505
409	3.789679938
410	3.789285225
411	3.788141433
412	3.787802553
413	3.787170813
414	3.786152214
415	3.785686437
416	3.785093356
417	3.784691359
418	3.78426663
419	3.783722623
420	3.783432889
421	3.782840044
422	3.78237139
423	3.781876269
424	3.781436191
425	3.781080234
426	3.780813842
427	3.780532771
428	3.780136399
429	3.779780266
430	3.779361519
431	3.779004079
432	3.778692219
433	3.778499699
434	3.77807275
435	3.777549011
436	3.776907934
437	3.776654362
438	3.776339949
439	3.775292845
440	3.77511358
441	3.774830123
442	3.774290306
443	3.773963463
444	3.773433681
445	3.772873237
446	3.772373991
447	3.772034724
448	3.771379711
449	3.771145926
450	3.770748621
451	3.770279815
452	3.769864993
453	3.769265576
454	3.768843544
455	3.768557258
456	3.768099543
457	3.767721878
458	3.767359321
459	3.767092207
460	3.766849653
461	3.766325221
462	3.765972345
463	3.765617598
464	3.7647444
465	3.764351093
466	3.763964219
467	3.763474543
468	3.7630084
469	3.762470665
470	3.762213014
471	3.761691545
472	3.761312308
473	3.760836126
474	3.760368171
475	3.760090932
476	3.759426614
477	3.759152682
478	3.758636207
479	3.75823471
480	3.757871054
481	3.757783784
482	3.756474391
483	3.756071097
484	3.755727636
485	3.755436003
486	3.75505741
487	3.754552849
488	3.754120259
489	3.753798781
490	3.753509834
491	3.753115818
492	3.752794243
493	3.752496244
494	3.752170836
495	3.751836418
496	3.751244481
497	3.750875463
498	3.750448799
499	3.750002686
500	3.749549758
501	3.749312541
502	3.748977698
503	3.748766547
504	3.748441263
505	3.747879088
506	3.747619938
507	3.747243715
508	3.746975604
509	3.746578637
510	3.746190611
511	3.745844404
512	3.745573128
513	3.745382988
514	3.744998497
515	3.744669347
516	3.744353759
517	3.743951128
518	3.743525004
519	3.743281299
520	3.74267363
521	3.742267302
522	3.741979665
523	3.741393232
524	3.741140969
525	3.740779663
526	3.740519816
527	3.740222615
528	3.739736605
529	3.739390431
530	3.739158741
531	3.738764353
532	3.738524061
533	3.738230968
534	3.737926915
535	3.73775031
536	3.737249268
537	3.736905539
538	3.73641188
539	3.736081059
540	3.735770995
541	3.735461626
542	3.735142039
543	3.734716226
544	3.734188049
545	3.733919817
546	3.733573863
547	3.733263751
548	3.732460937
549	3.732275053
550	3.732042278
551	3.731650082
552	3.731433664
553	3.731004873
554	3.730600648
555	3.730062237
556	3.729788346
557	3.729261514
558	3.728793647
559	3.728165737
560	3.727839166
561	3.727535566
562	3.727111384
563	3.726588081
564	3.726260865
565	3.72586541
566	3.725562915
567	3.725138059
568	3.724773851
569	3.724343351
570	3.723741905
571	3.723440237
572	3.723046809
573	3.722560677
574	3.722307085
575	3.721924354
576	3.721514984
577	3.72099125
578	3.720772783
579	3.720352896
580	3.720013025
581	3.719633395
582	3.71872505
583	3.718226807
584	3.71783901
585	3.717590257
586	3.717316825
587	3.717126452
588	3.716556337
589	3.716243028
590	3.714496142
591	3.714272274
592	3.71397519
593	3.71343638
594	3.713195931
595	3.712896856
596	3.712502976
597	3.712259074
598	3.711949527
599	3.711504903
600	3.711235592
601	3.711048376
602	3.71079879
603	3.710408196
604	3.709885003
605	3.709562513
606	3.709258327
607	3.708932122
608	3.708427091
609	3.708183394
610	3.707696302
611	3.70730909
612	3.706832482
613	3.706535808
614	3.706017928
615	3.705658817
616	3.705255805
617	3.704992319
618	3.70474415
619	3.704143355
620	3.70392197
621	3.703444806
622	3.702920075
623	3.702592817
624	3.70229698
625	3.702089639
626	3.701764123
627	3.701334337
628	3.70102097
629	3.700579424
630	3.700205595
631	3.699875703
632	3.699435946
633	3.699231155
634	3.698641708
635	3.698344799
636	3.697847426
637	3.697609923
638	3.69729366
639	3.696671661
640	3.696427799
641	3.693787258
642	3.69346993
643	3.693121555
644	3.692779645
645	3.692130243
646	3.691820824
647	3.691381696
648	3.690860057
649	3.690590662
650	3.689925779
651	3.689662515
652	3.689233907
653	3.688788774
654	3.688366905
655	3.68791232
656	3.687556495
657	3.687346044
658	3.687129456
659	3.68681842
660	3.686300875
661	3.685863753
662	3.685580147
663	3.685280052
664	3.684960074
665	3.684590364
666	3.684371972
667	3.683928414
668	3.683471463
669	3.683055814
670	3.68284023
671	3.682573432
672	3.682242547
673	3.681959303
674	3.681576488
675	3.6813382
676	3.681013703
677	3.680486054
678	3.680228496
679	3.679778988
680	3.679338373
681	3.678838123
682	3.678415786
683	3.678001814
684	3.677703084
685	3.677484569
686	3.677138449
687	3.676688841
688	3.676303424
689	3.676071864
690	3.675779207
691	3.675624551
692	3.675419936
693	3.675028165
694	3.674723634
695	3.674249252
696	3.674010734
697	3.673703878
698	3.673382767
699	3.673118161
700	3.672735921
701	3.672426836
702	3.672135375
703	3.671685337
704	3.671445069
705	3.670955424
706	3.670586606
707	3.670243913
708	3.669765832
709	3.669499236
710	3.669303979
711	3.66904362
712	3.668583332
713	3.66841734
714	3.667990618
715	3.667739839
716	3.667439264
717	3.667205635
718	3.666884072
719	3.666453914
720	3.666250626
721	3.665877935
722	3.665486861
723	3.665309389
724	3.664858594
725	3.664491225
726	3.664324556
727	3.664042751
728	3.663720359
729	3.663419067
730	3.662879535
731	3.662508372
732	3.662305228
733	3.661890338
734	3.661402379
735	3.661194139
736	3.66086884
737	3.660647491
738	3.660331148
739	3.660122745
740	3.659098071
741	3.658839443
742	3.658584
743	3.658219886
744	3.658024713
745	3.657870596
746	3.657213768
747	3.656835188
748	3.65616702
749	3.655787186
750	3.655457452
751	3.655341199
752	3.654893873
753	3.654594944
754	3.654334132
755	3.654118972
756	3.653888053
757	3.653590974
758	3.653356308
759	3.65318312
760	3.652820584
761	3.652399518
762	3.652205128
763	3.652082455
764	3.651944668
765	3.651599593
766	3.651264812
767	3.651076843
768	3.650861489
769	3.650589159
770	3.650193072
771	3.649682219
772	3.649474103
773	3.64923922
774	3.649065415
775	3.648760627
776	3.648322506
777	3.648145468
778	3.647991678
779	3.647716857
780	3.647206754
781	3.646841342
782	3.646561011
783	3.646289172
784	3.645843734
785	3.64533942
786	3.645026808
787	3.644785716
788	3.644366222
789	3.644027467
790	3.643655164
791	3.643378018
792	3.643024601
793	3.64284106
794	3.642417266
795	3.642228063
796	3.641811917
797	3.641341426
798	3.641030254
799	3.640621388
800	3.640337277
801	3.640051765
802	3.639630238
803	3.639203045
804	3.638779679
805	3.638482621
806	3.637985977
807	3.637518325
808	3.637366989
809	3.63719029
810	3.636489604
811	3.635960375
812	3.63565303
813	3.635164987
814	3.634837995
815	3.63444346
816	3.634275196
817	3.634064895
818	3.633718896
819	3.633351247
820	3.633162563
821	3.632769795
822	3.632353051
823	3.631973908
824	3.631720283
825	3.631401157
826	3.631055616
827	3.630858361
828	3.630639315
829	3.630422948
830	3.630295139
831	3.629858506
832	3.629669436
833	3.629454115
834	3.629137759
835	3.628746989
836	3.628187175
837	3.627856641
838	3.627755976
839	3.627487888
840	3.627224988
841	3.626878349
842	3.626532148
843	3.62630894
844	3.626000709
845	3.625577706
846	3.625076642
847	3.624685738
848	3.624266775
849	3.623936496
850	3.623523587
851	3.622906345
852	3.622678534
853	3.622433428
854	3.622030125
855	3.621895195
856	3.621412696
857	3.620973921
858	3.62080134
859	3.62052446
860	3.620310845
861	3.620185191
862	3.619943962
863	3.619650707
864	3.619412776
865	3.619099066
866	3.618736118
867	3.618290627
868	3.617962652
869	3.617631924
870	3.617273967
871	3.617154776
872	3.616832637
873	3.616428959
874	3.616146995
875	3.615920666
876	3.615617604
877	3.615458672
878	3.615240772
879	3.614877172
880	3.614583526
881	3.614162624
882	3.613995899
883	3.613743513
884	3.613369008
885	3.612955079
886	3.612759346
887	3.61249072
888	3.612157469
889	3.611787978
890	3.611446432
891	3.611135822
892	3.610919527
893	3.610641287
894	3.609935118
895	3.609564305
896	3.609263244
897	3.60890792
898	3.608434621
899	3.608321618
900	3.608094968
901	3.607698699
902	3.6075935
903	3.607331495
904	3.607113836
905	3.606860334
906	3.606651846
907	3.606450851
908	3.605917719
909	3.60546041
910	3.605213971
911	3.604970462
912	3.604744665
913	3.604400366
914	3.604012043
915	3.603670978
916	3.603307931
917	3.603117287
918	3.602814616
919	3.602684355
920	3.602412611
921	3.602082772
922	3.601716557
923	3.601560845
924	3.601218632
925	3.601080692
926	3.600864852
927	3.600573895
928	3.600294137
929	3.600127537
930	3.599722265
931	3.599325898
932	3.598881049
933	3.598546194
934	3.598229058
935	3.59792765
936	3.597540203
937	3.597121088
938	3.596873595
939	3.596593276
940	3.596282807
941	3.596047457
942	3.595822209
943	3.595486551
944	3.595181683
945	3.59492236
946	3.594637772
947	3.594369605
948	3.594133042
949	3.593728765
950	3.593551836
951	3.593218119
952	3.592872861
953	3.592524568
954	3.59225204
955	3.592036475
956	3.59172676
957	3.591483437
958	3.591278292
959	3.591022924
960	3.590777292
961	3.590420503
962	3.590210966
963	3.589807657
964	3.589529934
965	3.589208524
966	3.589024776
967	3.588646991
968	3.588302203
969	3.587987303
970	3.587744292
971	3.587382277
972	3.58706461
973	3.586841453
974	3.586507465
975	3.586240233
976	3.58587839
977	3.585681555
978	3.585157753
979	3.584990838
980	3.58459277
981	3.584431459
982	3.584131442
983	3.58375661
984	3.583504017
985	3.582709442
986	3.582285519
987	3.582119011
988	3.581928838
989	3.581666424
990	3.581248206
991	3.581101932
992	3.580681289
993	3.580488279
994	3.580290982
995	3.580006407
996	3.579759546
997	3.579475638
998	3.579097065
999	3.57872395
