iter	RMSE
535	3.7110144
536	3.710507057
537	3.710030942
538	3.709730042
539	3.709426113
540	3.709117764
541	3.708598043
542	3.708408304
543	3.707727911
544	3.707311377
545	3.706899353
546	3.706747064
547	3.706468931
548	3.706150821
549	3.705717151
550	3.705304614
551	3.704740068
552	3.704458182
553	3.703758016
554	3.703338787
555	3.703012474
556	3.702621972
557	3.702075589
558	3.701743196
559	3.701284455
560	3.700863579
561	3.700496274
562	3.700127793
563	3.699727238
564	3.699315766
565	3.698971198
566	3.698439205
567	3.697985835
568	3.697650815
569	3.69728103
570	3.697021326
571	3.696574824
572	3.69607487
573	3.695723975
574	3.69530885
575	3.69494045
576	3.694579233
577	3.694142467
578	3.693629308
579	3.69333067
580	3.692969586
581	3.692629791
582	3.692448751
583	3.692106881
584	3.691713075
585	3.69134706
586	3.690981977
587	3.690455624
588	3.689931488
589	3.689598045
590	3.689204715
591	3.688879336
592	3.688706227
593	3.688391407
594	3.68790546
595	3.687646252
596	3.687258548
597	3.686979799
598	3.686670299
599	3.686366057
600	3.685837575
601	3.685156221
602	3.68483877
603	3.684467459
604	3.684101958
605	3.683851267
606	3.683333779
607	3.682687647
608	3.682437839
609	3.681955605
610	3.681535911
611	3.681113873
612	3.680741232
613	3.680554912
614	3.680297242
615	3.68016011
616	3.679413089
617	3.679089904
618	3.678824523
619	3.678536889
620	3.678195446
621	3.678002781
622	3.677560925
623	3.677321907
624	3.676940009
625	3.676627833
626	3.676254667
627	3.67600963
628	3.675766927
629	3.67544485
630	3.674950655
631	3.674641278
632	3.674226808
633	3.674009134
634	3.673703833
635	3.673330306
636	3.672907817
637	3.672468771
638	3.671934746
639	3.671472419
640	3.671123738
641	3.670889197
642	3.67057178
643	3.670120248
644	3.669905586
645	3.66952483
646	3.669133808
647	3.668766951
648	3.66813551
649	3.667825598
650	3.667295218
651	3.666844364
652	3.666586835
653	3.666314909
654	3.666106666
655	3.665693189
656	3.665439423
657	3.665105904
658	3.664754767
659	3.664477886
660	3.664223228
661	3.663816833
662	3.663374587
663	3.662920063
664	3.662549577
665	3.662325002
666	3.661890258
667	3.661514412
668	3.661298509
669	3.660904721
670	3.660689341
671	3.660295712
672	3.65968575
673	3.659407546
674	3.658946048
675	3.658579163
676	3.65799133
677	3.657632288
678	3.657359561
679	3.657138619
680	3.656809793
681	3.656338916
682	3.65599967
683	3.655357845
684	3.654921827
685	3.654536097
686	3.654021178
687	3.653723778
688	3.653345664
689	3.652998464
690	3.652654657
691	3.652413062
692	3.652218815
693	3.65189357
694	3.651640001
695	3.651295208
696	3.650957851
697	3.65067741
698	3.650126511
699	3.649784573
700	3.649451226
701	3.649234107
702	3.648772962
703	3.648350022
704	3.647863817
705	3.647679079
706	3.64731068
707	3.646886714
708	3.646455316
709	3.646235748
710	3.645975568
711	3.645582037
712	3.645368224
713	3.645067902
714	3.644580273
715	3.644246913
716	3.643862982
717	3.6434577
718	3.643046155
719	3.642729792
720	3.642520734
721	3.642243386
722	3.641960763
723	3.641671109
724	3.641246379
725	3.64080535
726	3.640311016
727	3.63998556
728	3.63959362
729	3.639124858
730	3.638805011
731	3.638482628
732	3.63828943
733	3.637918764
734	3.637671371
735	3.637280302
736	3.636978602
737	3.636686261
738	3.636395875
739	3.636283682
740	3.635803003
741	3.635373247
742	3.635030492
743	3.634884587
744	3.634434453
745	3.634188898
746	3.633975618
747	3.633674346
748	3.633532981
749	3.633107609
750	3.632777291
751	3.632418548
752	3.632048707
753	3.631813049
754	3.631500497
755	3.631211746
756	3.630934432
757	3.630514666
758	3.630165754
759	3.629640968
760	3.629155336
761	3.628850583
762	3.628579271
763	3.628257827
764	3.627872383
765	3.627541261
766	3.627139986
767	3.626747771
768	3.626367718
769	3.62606693
770	3.625857954
771	3.62550074
772	3.6252302
773	3.624777563
774	3.624449344
775	3.624248004
776	3.624050029
777	3.62386003
778	3.623598091
779	3.623358564
780	3.62308505
781	3.622821025
782	3.622537406
783	3.622364749
784	3.622074319
785	3.621884346
786	3.621458828
787	3.621086596
788	3.620877654
789	3.620634317
790	3.620349969
791	3.619816369
792	3.619537688
793	3.619276459
794	3.618693322
795	3.618302635
796	3.617877141
797	3.617590415
798	3.616982523
799	3.616670487
800	3.616251144
801	3.615937149
802	3.6154571
803	3.615035109
804	3.614748353
805	3.61451393
806	3.61409879
807	3.613725801
808	3.613503873
809	3.613230583
810	3.612987025
811	3.612781141
812	3.612555497
813	3.612277852
814	3.611821309
815	3.61150483
816	3.611216945
817	3.610687754
818	3.610291814
819	3.610037428
820	3.609651644
821	3.609337637
822	3.609184395
823	3.608845114
824	3.608630337
825	3.60827577
826	3.607866492
827	3.607610127
828	3.607353714
829	3.606947648
830	3.606296008
831	3.605880159
832	3.605398086
833	3.605084975
834	3.604827858
835	3.604516777
836	3.604175031
837	3.603908229
838	3.603372068
839	3.60316002
840	3.602878963
841	3.602690937
842	3.6022784
843	3.60196655
844	3.601561712
845	3.601149133
846	3.600912262
847	3.600458734
848	3.600166739
849	3.599863775
850	3.59964264
851	3.599458181
852	3.599137286
853	3.598946522
854	3.598765692
855	3.598560689
856	3.598287046
857	3.598028882
858	3.597782782
859	3.597497659
860	3.597353096
861	3.597104982
862	3.596701261
863	3.596279577
864	3.595952035
865	3.595557444
866	3.595369539
867	3.595178084
868	3.594867022
869	3.593809982
870	3.59342473
871	3.593147852
872	3.592814915
873	3.59259449
874	3.592298254
875	3.591846987
876	3.591637987
877	3.591352279
878	3.590756423
879	3.590492284
880	3.590172637
881	3.589419819
882	3.589156445
883	3.588737649
884	3.588414795
885	3.58816069
886	3.587855364
887	3.587645283
888	3.587324433
889	3.586914917
890	3.586641986
891	3.586402081
892	3.58598073
893	3.585580328
894	3.585129405
895	3.584694405
896	3.584035439
897	3.583740739
898	3.583466972
899	3.583083427
900	3.582790684
901	3.582611543
902	3.582287065
903	3.582001519
904	3.581661578
905	3.581285273
906	3.580876424
907	3.580641944
908	3.580380691
909	3.580092533
910	3.579783224
911	3.579348204
912	3.579020211
913	3.578737634
914	3.578324928
915	3.578011287
916	3.577744829
917	3.577269714
918	3.576885304
919	3.576758277
920	3.576459481
921	3.576132608
922	3.575820384
923	3.575462912
924	3.57522585
925	3.575067448
926	3.574803079
927	3.574525542
928	3.574193654
929	3.573855571
930	3.573632381
931	3.573361711
932	3.573081634
933	3.572931046
934	3.572625853
935	3.572264579
936	3.571806157
937	3.571495957
938	3.571270742
939	3.571012447
940	3.570747648
941	3.570322568
942	3.570150361
943	3.569896667
944	3.569436549
945	3.569104408
946	3.568815994
947	3.568561908
948	3.568357137
949	3.568050394
950	3.5677046
951	3.567255556
952	3.566952852
953	3.566581891
954	3.566212574
955	3.565964721
956	3.565652641
957	3.565400727
958	3.565024636
959	3.564812306
960	3.564542562
961	3.564198403
962	3.563825196
963	3.563566642
964	3.563324996
965	3.563094067
966	3.562812006
967	3.562481216
968	3.562076105
969	3.561855201
970	3.561628296
971	3.561234022
972	3.560860943
973	3.56024598
974	3.559991099
975	3.55970879
976	3.559317626
977	3.559010313
978	3.558650638
979	3.558409708
980	3.558158053
981	3.557874014
982	3.557409169
983	3.557175046
984	3.556960702
985	3.556742395
986	3.556536701
987	3.556203912
988	3.5558567
989	3.555518469
990	3.555059366
991	3.554837888
992	3.554575068
993	3.554123744
994	3.553785559
995	3.553441777
996	3.553139553
997	3.552983746
998	3.552808924
999	3.552390109
